Id,SalePrice
1461,121491.0704203273
1462,162626.47275720656
1463,177216.58930586182
1464,203136.44963204922
1465,190322.63148454754
1466,168483.82836298845
1467,180682.66139995813
1468,162058.69148642992
1469,189764.37870427113
1470,115317.45388127286
1471,194014.51169862525
1472,103936.7553623957
1473,98509.64133646518
1474,145623.3645807867
1475,119166.04206882355
1476,356085.28847471124
1477,247814.2883526798
1478,265620.1348877864
1479,262792.6967133674
1480,534337.3834816137
1481,328092.3058030992
1482,207472.57671940463
1483,173204.49284032316
1484,162998.1427104509
1485,180903.78901773336
1486,194831.33947264947
1487,322575.5379132712
1488,230611.44142181287
1489,192564.72324386745
1490,235825.77142853683
1491,191542.7336716463
1492,94202.55083482583
1493,171030.35726831062
1494,281851.82477126323
1495,280095.7307657325
1496,232743.69520457322
1497,174569.56416827798
1498,165606.22422063432
1499,157507.2888132975
1500,155989.44128662316
1501,182143.35157421592
1502,151674.92419644966
1503,286631.6201951146
1504,245878.68803026952
1505,227225.27704819033
1506,192108.0413064825
1507,265485.4396230232
1508,196632.00558901427
1509,155916.10989352496
1510,143051.41531287413
1511,148271.79328134013
1512,180858.87011222047
1513,145080.67524581315
1514,155691.61799919553
1515,196166.80400144646
1516,150162.0910284761
1517,178886.09684305193
1518,132012.38942035066
1519,219859.04129379988
1520,128664.84186162084
1521,130162.39695098985
1522,179784.82064686297
1523,109250.82743060074
1524,118374.25380459841
1525,120663.22015194058
1526,109122.77695504013
1527,106331.39992938412
1528,134561.01410275273
1529,150302.43636796027
1530,193280.2214256503
1531,107169.88303700367
1532,93541.55802947303
1533,156088.4675663845
1534,118319.22583231863
1535,146837.38251238133
1536,105978.90891934434
1537,65800.93954831854
1538,149632.5279502099
1539,186566.68378455233
1540,99210.24014970617
1541,135367.07155732298
1542,142058.34524296568
1543,195557.50256849575
1544,90800.54737670558
1545,115465.77166191612
1546,133421.1460930552
1547,130993.55260105601
1548,134635.19174988073
1549,121961.94460715634
1550,129760.8329879441
1551,105360.14398842547
1552,138462.16326719747
1553,141453.47910047593
1554,122916.4767403288
1555,170627.5072753138
1556,88741.52852088283
1557,104152.86764488235
1558,106163.52963745617
1559,63213.31899934403
1560,133588.02813228447
1561,130778.5029489197
1562,134076.93643187053
1563,121454.3108456483
1564,158352.55690596774
1565,139333.6229613784
1566,242832.63821059163
1567,78871.18329919294
1568,253791.8471398402
1569,124537.58616235558
1570,138611.4551216565
1571,119563.97160629273
1572,145222.23407403033
1573,245667.94033919767
1574,127171.63240452856
1575,242939.64083840034
1576,256622.07053926875
1577,179512.38931764517
1578,135483.5265491572
1579,144012.8661120003
1580,189916.6946400259
1581,155291.23339576437
1582,120761.42678041865
1583,312156.5222167147
1584,221576.23694033228
1585,139475.0921237232
1586,73205.74681710546
1587,102355.95726358303
1588,154546.07278226785
1589,100092.44252024358
1590,138839.37635486937
1591,94720.1910343049
1592,113333.29367011647
1593,119287.44689993263
1594,123970.92878787144
1595,103741.53214543888
1596,233927.95503269808
1597,200129.09580101963
1598,221824.2563011135
1599,166895.45195313595
1600,160670.86180252224
1601,69078.16169565731
1602,113245.96545722899
1603,72256.60418449796
1604,267381.02340007795
1605,243188.03134051332
1606,171465.0946175034
1607,188877.54705440928
1608,210145.03265958786
1609,179281.77377295992
1610,143265.36724210926
1611,134640.61764967648
1612,170486.6123586932
1613,166089.16646500342
1614,129045.59760610471
1615,94921.61915262729
1616,80672.88763405496
1617,95082.36293848498
1618,128469.62552433893
1619,137465.56852968963
1620,178893.13577886188
1621,133504.77965550826
1622,137485.25504582564
1623,262872.6301957372
1624,218986.91394475623
1625,119710.9584958372
1626,171718.33163816904
1627,193060.95381169172
1628,274605.64763315266
1629,169520.6478158902
1630,369875.24912749114
1631,214631.37624141184
1632,233665.39262636303
1633,165402.1473662363
1634,182377.07477512892
1635,174209.14229786678
1636,149745.143444658
1637,204710.6516014387
1638,182967.3587660512
1639,184130.322504786
1640,261191.49270836555
1641,178690.0444760721
1642,237267.7464878207
1643,215231.61028971383
1644,229195.31236019215
1645,218781.27902048206
1646,155810.24229602903
1647,151545.0011605871
1648,130122.08040892133
1649,143928.778473024
1650,112292.33712369448
1651,121347.87654525584
1652,103441.4040107515
1653,106967.84525743437
1654,137848.36967991103
1655,136603.4309162697
1656,135196.50083841468
1657,138550.40278392134
1658,136411.93778226228
1659,121985.28571529835
1660,153371.3585885583
1661,444045.74879764696
1662,391547.1731522732
1663,374945.2762345607
1664,552583.3110123929
1665,291453.4905182851
1666,320499.63079730805
1667,375662.20106085285
1668,333187.3531974782
1669,287504.98878621036
1670,324380.4142234491
1671,272327.62465128076
1672,448341.3883989305
1673,293908.2315914271
1674,245360.70714433654
1675,202159.29388635475
1676,204576.81431526097
1677,221028.74033290116
1678,510061.005466467
1679,387323.8806010647
1680,318961.10939139203
1681,228935.706275968
1682,298633.04382471106
1683,188782.01896708546
1684,172345.6181139919
1685,175488.02675007808
1686,170249.72682064434
1687,168125.51217251338
1688,192166.02587371733
1689,194861.18896386254
1690,198102.13633268187
1691,187113.51198486242
1692,244730.92291335698
1693,161847.0051719489
1694,178122.21446095913
1695,158914.3886477904
1696,271936.54983825213
1697,167678.55695001912
1698,342276.0402136918
1699,309520.83826582413
1700,247161.38150110078
1701,268186.27010101045
1702,238533.09723822988
1703,230196.75022981918
1704,281788.751132699
1705,232263.29743904923
1706,434214.62720633077
1707,207287.471046159
1708,199155.06413698368
1709,273397.4460643594
1710,226534.34146377962
1711,264216.4746107242
1712,259659.59582319672
1713,266523.3533988787
1714,222376.71624526582
1715,205487.88431547664
1716,182096.83255484892
1717,172820.334607064
1718,136464.37300647772
1719,205152.48739687563
1720,236231.487634364
1721,163527.9935250887
1722,124209.04192885659
1723,153970.64160579166
1724,202091.032138953
1725,234664.00406401377
1726,185703.00113441638
1727,151928.52765555662
1728,171727.06089238418
1729,163538.1287711548
1730,150614.93297691067
1731,117872.51595308297
1732,130822.35439226768
1733,114173.94571349294
1734,121674.2197360216
1735,131621.1950758936
1736,109611.98637716647
1737,309113.78513526305
1738,240636.1264049285
1739,247882.4592016754
1740,239036.28190052218
1741,204518.9562412382
1742,170094.5024061245
1743,174115.2619237123
1744,335957.99621266755
1745,213436.55369525548
1746,190808.2448624178
1747,217231.80969524733
1748,236557.3089020251
1749,141413.08200880713
1750,125083.47776780819
1751,257586.3578271796
1752,116378.40483462389
1753,150251.89967243117
1754,201599.20329090708
1755,160316.23234077333
1756,132770.16995423436
1757,121941.42874083965
1758,138111.36461592975
1759,157435.23950030463
1760,163734.8667130767
1761,155788.5822868754
1762,177462.97125437148
1763,173309.60530520554
1764,109539.35471059338
1765,175602.26806608547
1766,199742.61520227118
1767,244700.417122076
1768,139605.78607650704
1769,168770.99422289894
1770,158414.292218061
1771,116655.48719747744
1772,135602.66281898558
1773,122171.46443341507
1774,154570.31833479
1775,142562.32652278617
1776,122158.4665912152
1777,105991.48057444452
1778,140936.69577211802
1779,114738.97205033296
1780,162350.49446172983
1781,119342.38249090742
1782,92032.31982713073
1783,143812.6703464576
1784,111280.35465295737
1785,120388.83511599251
1786,142279.7294217293
1787,162705.53666661045
1788,66543.18357623677
1789,101318.83295579659
1790,81994.5127550881
1791,199827.1561257724
1792,160399.05131396622
1793,126908.53611195706
1794,157752.69016423746
1795,138960.97979878337
1796,121832.71523587656
1797,117955.71446691231
1798,119475.19643864852
1799,112784.31192482024
1800,122404.50653376673
1801,122511.99143664126
1802,129256.23639585871
1803,149005.21810396586
1804,142403.40193791743
1805,134609.07005726488
1806,129291.37526684468
1807,130127.14332065605
1808,117189.34929413487
1809,118590.99276829268
1810,134260.0864827361
1811,86655.28826614855
1812,95856.73650464282
1813,118952.37870736576
1814,90611.16617927728
1815,61365.367795624465
1816,98868.577453932
1817,106655.15091783325
1818,146227.7148132149
1819,130895.19645648627
1820,57054.355605100915
1821,114785.096449696
1822,144504.35544476417
1823,45129.17885538211
1824,129532.70785815873
1825,138241.8056213821
1826,106025.56081152719
1827,100914.13448220081
1828,133948.78929072435
1829,115174.3458249786
1830,141346.09166345073
1831,137812.38811358466
1832,74295.01433157567
1833,135968.6395979001
1834,124070.95071091577
1835,129229.26694635968
1836,130540.67456761008
1837,91834.3660011265
1838,121541.99528607204
1839,106596.56282902669
1840,139452.59915328774
1841,137987.0726272978
1842,87567.78802171747
1843,129119.34837589318
1844,132676.68848510893
1845,138798.89019638297
1846,147763.24543286092
1847,171661.8821538418
1848,52127.70735777734
1849,99533.131335921
1850,116732.22622327422
1851,160057.45175459742
1852,122111.89219419833
1853,128055.47880405583
1854,162914.5283150596
1855,139416.269438961
1856,224927.1925498984
1857,126124.73167712326
1858,134090.64918900005
1859,115567.00984662455
1860,154731.6648639437
1861,115659.16468571547
1862,308615.6624199787
1863,293805.4083861874
1864,293823.99839704484
1865,335403.0478065527
1866,311881.3830841355
1867,222831.07207016583
1868,298375.21108418866
1869,207569.94049235067
1870,221910.5482388616
1871,236055.8110563361
1872,174801.00990431232
1873,256172.44226371686
1874,150011.45463700255
1875,191039.51462497644
1876,195944.0187064532
1877,209450.80613338598
1878,202000.7135541443
1879,126994.79484155546
1880,130876.45065232624
1881,252101.20200223403
1882,249483.23204497746
1883,183384.28810073674
1884,204022.54634603066
1885,233044.06255892024
1886,275329.4722525934
1887,215563.22593009245
1888,272396.8741559639
1889,167451.9743913863
1890,120125.88291750549
1891,129262.25721421748
1892,99348.16780529157
1893,129010.03743714144
1894,124380.9804480596
1895,138854.0139879789
1896,123848.81049387805
1897,116148.002048502
1898,116648.06658494756
1899,162163.0659192655
1900,159964.46166850935
1901,159515.06819462441
1902,163260.09897825157
1903,225609.69611262073
1904,145373.11331229124
1905,214469.95919626165
1906,139488.46032819987
1907,230906.98243720405
1908,111669.12140826254
1909,131010.68357982118
1910,119495.70182352082
1911,227459.97006526406
1912,355667.4950310333
1913,151238.29412664002
1914,61924.505625359474
1915,315063.58486379165
1916,68896.62026503366
1917,241254.14228888444
1918,145053.0958752891
1919,177116.5466899779
1920,158814.92471976904
1921,379206.8461279719
1922,288402.05643983546
1923,247377.53124001593
1924,239427.4583376281
1925,198705.29008654229
1926,374054.68635340355
1927,135375.17439745297
1928,153269.91567608918
1929,131559.42526036286
1930,127915.0493150741
1931,143011.26458261078
1932,134967.6196791436
1933,181065.19607962953
1934,181568.43062175752
1935,165399.4000587691
1936,189671.35631208005
1937,174911.5223223067
1938,162952.97029065984
1939,239237.04932688008
1940,187696.1480717056
1941,167713.95936960753
1942,178295.67871185462
1943,204006.69119840796
1944,337805.7671341179
1945,356701.69374931307
1946,130134.36266058916
1947,285423.14182735194
1948,166065.11671431264
1949,245899.51215588636
1950,184920.18124681024
1951,253172.81562320064
1952,219934.03271139014
1953,166481.43695493243
1954,185791.43573884806
1955,135818.19593210658
1956,336196.49483008834
1957,149710.16018133756
1958,303431.1203086737
1959,150082.34485052928
1960,114210.27851557077
1961,118964.21662985375
1962,101670.3140918189
1963,113160.13648934195
1964,107663.47887550206
1965,139268.89910728656
1966,134015.11829324628
1967,284997.7981056038
1968,448164.2287664959
1969,367017.9915846147
1970,409161.01397309965
1971,462703.0360512268
1972,369411.2625408984
1973,263954.67263207753
1974,322538.5239376408
1975,569816.8450184949
1976,273408.10281621426
1977,369221.546133754
1978,349674.9641416155
1979,309762.30254878924
1980,212603.5020378546
1981,343869.7524596794
1982,214892.4917970533
1983,198219.24270992872
1984,171578.4147913899
1985,225434.19649144172
1986,211281.0200301476
1987,184551.99397942366
1988,177570.66016040795
1989,194629.7478122013
1990,211671.04057593216
1991,232180.31332470264
1992,223251.74175613152
1993,167616.93331176546
1994,227849.15299086168
1995,184159.30684598285
1996,254703.2666093043
1997,285975.16214062
1998,328410.011917466
1999,263933.3686333757
2000,319223.160295383
2001,267263.48232573626
2002,225273.7382744035
2003,255409.96000403483
2004,288792.8035095862
2005,208752.67416404287
2006,215827.16641630026
2007,247965.2983966751
2008,215597.83031853545
2009,191206.4167418269
2010,193825.28962137955
2011,137355.85411783025
2012,167695.5018453936
2013,175655.2151832995
2014,183411.2876624151
2015,202360.41926390238
2016,188819.29804837334
2017,191391.0464837039
2018,115768.82831883448
2019,137203.9864112292
2020,108740.11796954725
2021,101020.18094712886
2022,176498.72134967695
2023,134742.57936861954
2024,282842.2427033735
2025,367985.1955388391
2026,178273.93013130722
2027,157006.195365824
2028,147050.13919226202
2029,165424.67988114568
2030,271725.1292844294
2031,238136.85787670666
2032,243121.09965085826
2033,256219.5343923622
2034,169141.57309171348
2035,222580.3042615667
2036,200628.73359026894
2037,210806.36891678808
2038,310085.60060724954
2039,208968.4866522302
2040,303094.07818739454
2041,290740.41159539187
2042,204389.04988666694
2043,181223.36774089938
2044,167858.4565561564
2045,214995.61463382223
2046,151781.52147510825
2047,141647.8187776406
2048,139885.28065615872
2049,146033.230057054
2050,166067.26821783333
2051,101487.561778334
2052,120177.9762593013
2053,145298.14278158394
2054,98582.05067357807
2055,155728.97783203344
2056,147329.58937598756
2057,107495.35547953694
2058,220413.57941525732
2059,128222.93332898525
2060,183007.8485253186
2061,176473.38318126873
2062,127184.39148775356
2063,120821.92948874849
2064,142448.6741230194
2065,115918.96026023112
2066,163326.91782063368
2067,104688.02570764748
2068,144847.62743491895
2069,87897.41996132248
2070,114253.77830283694
2071,101931.27277566909
2072,132201.41935327486
2073,129206.98444419951
2074,187302.15587170474
2075,143936.5050451875
